"No.","Time","Source","Destination","Protocol","Length","Info","New Column"
"2947","26.881170","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=142798 Ack=671 Win=407616 Len=0 TSval=1459058425 TSecr=1459058425",""
"2948","26.891659","127.0.0.1","127.0.0.1","TCP","76","59876 > 60505 [PSH, ACK] Seq=142798 Ack=671 Win=407616 Len=20 TSval=1459058435 TSecr=1459058425","Content-Length: 95\\r\\n"
"2949","26.891681","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=671 Ack=142818 Win=265472 Len=0 TSval=1459058435 TSecr=1459058435",""
"2950","26.927671","127.0.0.1","127.0.0.1","TCP","936","59876 > 60505 [PSH, ACK] Seq=142818 Ack=671 Win=407616 Len=880 TSval=1459058471 TSecr=1459058435","\\r\\n{""seq"":5,""request_seq"":29,""type"":""response"",""command"":""continue"",""success"":true,""running"":true}Content-Length: 462\\r\\n\\r\\n{""seq"":6,""type"":""event"",""event"":""afterCompile"",""success"":true,""body"":{""script"":{""handle"":1,""type"":""script"",""name"":""app.js"",""id"":3"
"2951","26.927703","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=671 Ack=143698 Win=264576 Len=0 TSval=1459058471 TSecr=1459058471",""
"2952","26.928310","127.0.0.1","127.0.0.1","TCP","70","60505 > 59876 [PSH, ACK] Seq=671 Ack=143698 Win=264576 Len=14 TSval=1459058471 TSecr=1459058471","Content-Length"
"2953","26.928365","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=143698 Ack=685 Win=407616 Len=0 TSval=1459058471 TSecr=1459058471",""
"2954","26.928377","127.0.0.1","127.0.0.1","TCP","156","60505 > 59876 [PSH, ACK] Seq=685 Ack=143698 Win=264576 Len=100 TSval=1459058471 TSecr=1459058471",":93\\r\\n\\r\\n{""seq"":30,""type"":""request"",""command"":""scripts"",""arguments"":{""includeSource"":true,""ids"":[37]}}"
"2955","26.928385","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=143698 Ack=785 Win=407488 Len=0 TSval=1459058471 TSecr=1459058471",""
"2956","26.928396","127.0.0.1","127.0.0.1","TCP","71","60505 > 59876 [PSH, ACK] Seq=785 Ack=143698 Win=264576 Len=15 TSval=1459058471 TSecr=1459058471","Content-Length:"
"2957","26.928403","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=143698 Ack=800 Win=407488 Len=0 TSval=1459058471 TSecr=1459058471",""
"2958","26.928410","127.0.0.1","127.0.0.1","TCP","143","60505 > 59876 [PSH, ACK] Seq=800 Ack=143698 Win=264576 Len=87 TSval=1459058471 TSecr=1459058471","81\\r\\n\\r\\n{""seq"":31,""type"":""request"",""command"":""backtrace"",""arguments"":{""inlineRefs"":true}}"
"2959","26.928414","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=143698 Ack=887 Win=407392 Len=0 TSval=1459058471 TSecr=1459058471",""
"2960","26.935409","127.0.0.1","127.0.0.1","TCP","78","59876 > 60505 [PSH, ACK] Seq=143698 Ack=887 Win=407392 Len=22 TSval=1459058478 TSecr=1459058471","Content-Length: 2843\\r\\n"
"2961","26.935426","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=887 Ack=143720 Win=264576 Len=0 TSval=1459058478 TSecr=1459058478",""
"2962","26.975658","127.0.0.1","127.0.0.1","TCP","7984","59876 > 60505 [PSH, ACK] Seq=143720 Ack=887 Win=407392 Len=7928 TSval=1459058517 TSecr=1459058478","\\r\\n{""seq"":8,""request_seq"":30,""type"":""response"",""command"":""scripts"",""success"":true,""body"":[{""handle"":7,""type"":""script"",""name"":""app.js"",""id"":37,""lineOffset"":0,""columnOffset"":0,""lineCount"":101,""source"":""// this sets the background color of the master UIView"
"2963","26.975683","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=887 Ack=151648 Win=517952 Len=0 TSval=1459058517 TSecr=1459058517",""
"4284","64.058079","127.0.0.1","127.0.0.1","TCP","70","60505 > 59876 [PSH, ACK] Seq=887 Ack=151648 Win=517952 Len=14 TSval=1459095461 TSecr=1459058517","Content-Length"
"4285","64.058116","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=151648 Ack=901 Win=407392 Len=0 TSval=1459095461 TSecr=1459095461",""
"4286","64.058131","127.0.0.1","127.0.0.1","TCP","61","60505 > 59876 [PSH, ACK] Seq=901 Ack=151648 Win=517952 Len=5 TSval=1459095461 TSecr=1459095461",":84\\r\\n"
"4287","64.058140","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=151648 Ack=906 Win=407392 Len=0 TSval=1459095461 TSecr=1459095461",""
"4288","64.058153","127.0.0.1","127.0.0.1","TCP","142","60505 > 59876 [PSH, ACK] Seq=906 Ack=151648 Win=517952 Len=86 TSval=1459095461 TSecr=1459095461","\\r\\n{""seq"":33,""type"":""request"",""command"":""clearbreakpoint"",""arguments"":{""breakpoint"":2}}"
"4289","64.058166","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=151648 Ack=992 Win=407296 Len=0 TSval=1459095461 TSecr=1459095461",""
"4290","64.063802","127.0.0.1","127.0.0.1","TCP","217","59876 > 60505 [PSH, ACK] Seq=151648 Ack=992 Win=407296 Len=161 TSval=1459095466 TSecr=1459095461","Content-Length: 138\\r\\n\\r\\n{""seq"":10,""request_seq"":33,""type"":""response"",""command"":""clearbreakpoint"",""success"":true,""body"":{""breakpoint"":2},""refs"":[],""running"":false}"
"4291","64.063837","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=992 Ack=151809 Win=517792 Len=0 TSval=1459095466 TSecr=1459095466",""
"4324","65.224758","127.0.0.1","127.0.0.1","TCP","70","60505 > 59876 [PSH, ACK] Seq=992 Ack=151809 Win=517792 Len=14 TSval=1459096623 TSecr=1459095466","Content-Length"
"4325","65.224787","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=151809 Ack=1006 Win=407264 Len=0 TSval=1459096623 TSecr=1459096623",""
"4326","65.224799","127.0.0.1","127.0.0.1","TCP","201","60505 > 59876 [PSH, ACK] Seq=1006 Ack=151809 Win=517792 Len=145 TSval=1459096623 TSecr=1459096623",":137\\r\\n\\r\\n{""seq"":34,""type"":""request"",""command"":""setbreakpoint"",""arguments"":{""line"":10,""column"":0,""type"":""script"",""enabled"":true,""target"":""app.js""}}"
"4327","65.224809","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=151809 Ack=1151 Win=407136 Len=0 TSval=1459096623 TSecr=1459096623",""
"4328","65.234836","127.0.0.1","127.0.0.1","TCP","77","59876 > 60505 [PSH, ACK] Seq=151809 Ack=1151 Win=407136 Len=21 TSval=1459096632 TSecr=1459096623","Content-Length: 259\\r\\n"
"4329","65.234870","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=1151 Ack=151830 Win=517760 Len=0 TSval=1459096632 TSecr=1459096632",""
"4330","65.237990","127.0.0.1","127.0.0.1","TCP","317","59876 > 60505 [PSH, ACK] Seq=151830 Ack=1151 Win=407136 Len=261 TSval=1459096635 TSecr=1459096632","\\r\\n{""seq"":11,""request_seq"":34,""type"":""response"",""command"":""setbreakpoint"",""success"":true,""body"":{""type"":""scriptName"",""breakpoint"":3,""script_name"":""app.js"",""line"":10,""column"":0,""actual_locations"":[{""line"":10,""column"":0,""script_id"":37}]},""refs"":[],""running"
"4331","65.238020","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=1151 Ack=152091 Win=517504 Len=0 TSval=1459096635 TSecr=1459096635",""
"4364","66.072530","127.0.0.1","127.0.0.1","TCP","70","60505 > 59876 [PSH, ACK] Seq=1151 Ack=152091 Win=517504 Len=14 TSval=1459097467 TSecr=1459096635","Content-Length"
"4365","66.072570","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=152091 Ack=1165 Win=407136 Len=0 TSval=1459097467 TSecr=1459097467",""
"4366","66.072589","127.0.0.1","127.0.0.1","TCP","57","60505 > 59876 [PSH, ACK] Seq=1165 Ack=152091 Win=517504 Len=1 TSval=1459097467 TSecr=1459097467",":"
"4367","66.072610","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=152091 Ack=1166 Win=407104 Len=0 TSval=1459097467 TSecr=1459097467",""
"4368","66.072623","127.0.0.1","127.0.0.1","TCP","146","60505 > 59876 [PSH, ACK] Seq=1166 Ack=152091 Win=517504 Len=90 TSval=1459097467 TSecr=1459097467","84\\r\\n\\r\\n{""seq"":35,""type"":""request"",""command"":""clearbreakpoint"",""arguments"":{""breakpoint"":3}}"
"4369","66.072632","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=152091 Ack=1256 Win=407040 Len=0 TSval=1459097467 TSecr=1459097467",""
"4370","66.080820","127.0.0.1","127.0.0.1","TCP","77","59876 > 60505 [PSH, ACK] Seq=152091 Ack=1256 Win=407040 Len=21 TSval=1459097474 TSecr=1459097467","Content-Length: 138\\r\\n"
"4371","66.080857","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=1256 Ack=152112 Win=517472 Len=0 TSval=1459097474 TSecr=1459097474",""
"4372","66.086434","127.0.0.1","127.0.0.1","TCP","196","59876 > 60505 [PSH, ACK] Seq=152112 Ack=1256 Win=407040 Len=140 TSval=1459097478 TSecr=1459097474","\\r\\n{""seq"":12,""request_seq"":35,""type"":""response"",""command"":""clearbreakpoint"",""success"":true,""body"":{""breakpoint"":3},""refs"":[],""running"":false}"
"4373","66.086453","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=1256 Ack=152252 Win=517344 Len=0 TSval=1459097478 TSecr=1459097478",""
"4374","66.818700","127.0.0.1","127.0.0.1","TCP","70","60505 > 59876 [PSH, ACK] Seq=1256 Ack=152252 Win=517344 Len=14 TSval=1459098209 TSecr=1459097478","Content-Length"
"4375","66.818755","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=152252 Ack=1270 Win=407008 Len=0 TSval=1459098209 TSecr=1459098209",""
"4376","66.818778","127.0.0.1","127.0.0.1","TCP","201","60505 > 59876 [PSH, ACK] Seq=1270 Ack=152252 Win=517344 Len=145 TSval=1459098209 TSecr=1459098209",":137\\r\\n\\r\\n{""seq"":36,""type"":""request"",""command"":""setbreakpoint"",""arguments"":{""line"":10,""column"":0,""type"":""script"",""enabled"":true,""target"":""app.js""}}"
"4377","66.818798","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=152252 Ack=1415 Win=406880 Len=0 TSval=1459098209 TSecr=1459098209",""
"4378","66.830217","127.0.0.1","127.0.0.1","TCP","77","59876 > 60505 [PSH, ACK] Seq=152252 Ack=1415 Win=406880 Len=21 TSval=1459098219 TSecr=1459098209","Content-Length: 259\\r\\n"
"4379","66.830259","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=1415 Ack=152273 Win=517312 Len=0 TSval=1459098219 TSecr=1459098219",""
"4380","66.834491","127.0.0.1","127.0.0.1","TCP","317","59876 > 60505 [PSH, ACK] Seq=152273 Ack=1415 Win=406880 Len=261 TSval=1459098223 TSecr=1459098219","\\r\\n{""seq"":13,""request_seq"":36,""type"":""response"",""command"":""setbreakpoint"",""success"":true,""body"":{""type"":""scriptName"",""breakpoint"":4,""script_name"":""app.js"",""line"":10,""column"":0,""actual_locations"":[{""line"":10,""column"":0,""script_id"":37}]},""refs"":[],""running"
"4381","66.834559","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=1415 Ack=152534 Win=517056 Len=0 TSval=1459098223 TSecr=1459098223",""
"4545","70.938456","127.0.0.1","127.0.0.1","TCP","70","60505 > 59876 [PSH, ACK] Seq=1415 Ack=152534 Win=517056 Len=14 TSval=1459102313 TSecr=1459098223","Content-Length"
"4546","70.938489","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=152534 Ack=1429 Win=406848 Len=0 TSval=1459102313 TSecr=1459102313",""
"4547","70.938504","127.0.0.1","127.0.0.1","TCP","60","60505 > 59876 [PSH, ACK] Seq=1429 Ack=152534 Win=517056 Len=4 TSval=1459102313 TSecr=1459102313",":137"
"4548","70.938513","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=152534 Ack=1433 Win=406848 Len=0 TSval=1459102313 TSecr=1459102313",""
"4549","70.938526","127.0.0.1","127.0.0.1","TCP","197","60505 > 59876 [PSH, ACK] Seq=1433 Ack=152534 Win=517056 Len=141 TSval=1459102313 TSecr=1459102313","\\r\\n\\r\\n{""seq"":37,""type"":""request"",""command"":""setbreakpoint"",""arguments"":{""line"":14,""column"":0,""type"":""script"",""enabled"":true,""target"":""app.js""}}"
"4550","70.938534","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=152534 Ack=1574 Win=406720 Len=0 TSval=1459102313 TSecr=1459102313",""
"4551","70.949874","127.0.0.1","127.0.0.1","TCP","77","59876 > 60505 [PSH, ACK] Seq=152534 Ack=1574 Win=406720 Len=21 TSval=1459102322 TSecr=1459102313","Content-Length: 259\\r\\n"
"4552","70.949901","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=1574 Ack=152555 Win=517056 Len=0 TSval=1459102322 TSecr=1459102322",""
"4553","70.953656","127.0.0.1","127.0.0.1","TCP","317","59876 > 60505 [PSH, ACK] Seq=152555 Ack=1574 Win=406720 Len=261 TSval=1459102326 TSecr=1459102322","\\r\\n{""seq"":14,""request_seq"":37,""type"":""response"",""command"":""setbreakpoint"",""success"":true,""body"":{""type"":""scriptName"",""breakpoint"":5,""script_name"":""app.js"",""line"":14,""column"":0,""actual_locations"":[{""line"":14,""column"":0,""script_id"":37}]},""refs"":[],""running"
"4554","70.953682","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=1574 Ack=152816 Win=516768 Len=0 TSval=1459102326 TSecr=1459102326",""
"4587","72.861595","127.0.0.1","127.0.0.1","TCP","70","60505 > 59876 [PSH, ACK] Seq=1574 Ack=152816 Win=516768 Len=14 TSval=1459104225 TSecr=1459102326","Content-Length"
"4588","72.861629","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=152816 Ack=1588 Win=406688 Len=0 TSval=1459104225 TSecr=1459104225",""
"4589","72.861649","127.0.0.1","127.0.0.1","TCP","147","60505 > 59876 [PSH, ACK] Seq=1588 Ack=152816 Win=516768 Len=91 TSval=1459104225 TSecr=1459104225",":84\\r\\n\\r\\n{""seq"":38,""type"":""request"",""command"":""clearbreakpoint"",""arguments"":{""breakpoint"":5}}"
"4590","72.861657","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=152816 Ack=1679 Win=406592 Len=0 TSval=1459104225 TSecr=1459104225",""
"4591","72.865265","127.0.0.1","127.0.0.1","TCP","217","59876 > 60505 [PSH, ACK] Seq=152816 Ack=1679 Win=406592 Len=161 TSval=1459104228 TSecr=1459104225","Content-Length: 138\\r\\n\\r\\n{""seq"":15,""request_seq"":38,""type"":""response"",""command"":""clearbreakpoint"",""success"":true,""body"":{""breakpoint"":5},""refs"":[],""running"":false}"
"4592","72.865288","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=1679 Ack=152977 Win=516608 Len=0 TSval=1459104228 TSecr=1459104228",""
"4657","74.228747","127.0.0.1","127.0.0.1","TCP","70","60505 > 59876 [PSH, ACK] Seq=1679 Ack=152977 Win=516608 Len=14 TSval=1459105584 TSecr=1459104228","Content-Length"
"4658","74.228780","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=152977 Ack=1693 Win=406592 Len=0 TSval=1459105584 TSecr=1459105584",""
"4659","74.228797","127.0.0.1","127.0.0.1","TCP","60","60505 > 59876 [PSH, ACK] Seq=1693 Ack=152977 Win=516608 Len=4 TSval=1459105584 TSecr=1459105584",":150"
"4660","74.228803","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=152977 Ack=1697 Win=406592 Len=0 TSval=1459105584 TSecr=1459105584",""
"4661","74.228810","127.0.0.1","127.0.0.1","TCP","210","60505 > 59876 [PSH, ACK] Seq=1697 Ack=152977 Win=516608 Len=154 TSval=1459105584 TSecr=1459105584","\\r\\n\\r\\n{""seq"":39,""type"":""request"",""command"":""evaluate"",""arguments"":{""disable_break"":true,""expression"":""Ti.API.terminate();"",""inlineRefs"":true,""global"":true}}"
"4662","74.228820","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=152977 Ack=1851 Win=406432 Len=0 TSval=1459105584 TSecr=1459105584",""
"4663","74.234336","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [FIN, ACK] Seq=152977 Ack=1851 Win=406432 Len=0 TSval=1459105589 TSecr=1459105584",""
"4664","74.234367","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [ACK] Seq=1851 Ack=152978 Win=516608 Len=0 TSval=1459105589 TSecr=1459105589",""
"4665","74.237847","127.0.0.1","127.0.0.1","TCP","56","60505 > 59876 [FIN, ACK] Seq=1851 Ack=152978 Win=516608 Len=0 TSval=1459105592 TSecr=1459105589",""
"4666","74.237894","127.0.0.1","127.0.0.1","TCP","56","59876 > 60505 [ACK] Seq=152978 Ack=1852 Win=406432 Len=0 TSval=1459105592 TSecr=1459105592",""
