"No.","Time","Source","Destination","Protocol","Length","Info","New Column"
"7363","-60.790705","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=153486 Ack=1278 Win=407008 Len=0 TSval=1361432080 TSecr=1361432080",""
"7364","-60.743278","127.0.0.1","127.0.0.1","TCP","79","59640 > 60471 [PSH, ACK] Seq=153486 Ack=1278 Win=407008 Len=23 TSval=1361432125 TSecr=1361432080","Content-Length: 64584\\r\\n"
"7365","-60.743253","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=1278 Ack=153509 Win=516096 Len=0 TSval=1361432125 TSecr=1361432125",""
"7366","-60.699543","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=153509 Ack=1278 Win=407008 Len=16332 TSval=1361432166 TSecr=1361432125","\\r\\n{""seq"":13,""request_seq"":12,""type"":""response"",""command"":""scope"",""success"":true,""body"":{""type"":0,""index"":0,""frameIndex"":0,""object"":{""handle"":44,""type"":""object"",""className"":""Object"",""constructorFunction"":{""ref"":26,""type"":""function"",""name"":""Object"",""infer"
"7367","-60.699538","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=169841 Ack=1278 Win=407008 Len=16332 TSval=1361432166 TSecr=1361432125","ror"",""value"":""TypeError""}},{""name"":""length"",""value"":{""ref"":33,""type"":""number"",""value"":1}},{""name"":""arguments"",""value"":{""ref"":5,""type"":""null"",""value"":null}},{""name"":""caller"",""value"":{""ref"":5,""type"":""null"",""value"":null}}],""text"":""function TypeError() { [nat"
"7368","-60.699536","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=186173 Ack=1278 Win=407008 Len=16332 TSval=1361432166 TSecr=1361432125","type"":""null"",""value"":null}},{""name"":""caller"",""value"":{""ref"":5,""type"":""null"",""value"":null}}],""text"":""function () {\\n\\t\\treturn Titanium.clearTimeout.apply(Titanium, arguments);\\n\\t}""},{""handle"":75,""type"":""object"",""className"":""JSON"",""constructorFunction"":{"""
"7369","-60.699534","127.0.0.1","127.0.0.1","TCP","15646","59640 > 60471 [PSH, ACK] Seq=202505 Ack=1278 Win=407008 Len=15590 TSval=1361432166 TSecr=1361432125","nction"",""name"":""freeze"",""inferredName"":"""",""scriptId"":4}},{""name"":""caller"",""value"":{""ref"":5,""type"":""null"",""value"":null}},{""name"":""defineProperties"",""value"":{""ref"":36,""type"":""function"",""name"":""defineProperties"",""inferredName"":"""",""scriptId"":4}},{""name"":""isSe"
"7370","-60.699522","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=1278 Ack=186173 Win=483424 Len=0 TSval=1361432166 TSecr=1361432166",""
"7371","-60.699513","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=1278 Ack=218095 Win=451488 Len=0 TSval=1361432166 TSecr=1361432166",""
"7372","-60.674645","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=1278 Ack=218095 Win=451488 Len=14 TSval=1361432190 TSecr=1361432166","Content-Length"
"7373","-60.674613","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=218095 Ack=1292 Win=407008 Len=0 TSval=1361432190 TSecr=1361432190",""
"7374","-60.674600","127.0.0.1","127.0.0.1","TCP","64","60471 > 59640 [PSH, ACK] Seq=1292 Ack=218095 Win=451488 Len=8 TSval=1361432190 TSecr=1361432190",":136\\r\\n\\r\\n"
"7375","-60.674594","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=218095 Ack=1300 Win=406976 Len=0 TSval=1361432190 TSecr=1361432190",""
"7376","-60.674587","127.0.0.1","127.0.0.1","TCP","192","60471 > 59640 [PSH, ACK] Seq=1300 Ack=218095 Win=451488 Len=136 TSval=1361432190 TSecr=1361432190","{""seq"":13,""type"":""request"",""command"":""evaluate"",""arguments"":{""disable_break"":true,""expression"":""this;"",""inlineRefs"":true,""global"":true}}"
"7377","-60.674583","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=218095 Ack=1436 Win=406848 Len=0 TSval=1361432190 TSecr=1361432190",""
"7378","-60.669514","127.0.0.1","127.0.0.1","TCP","77","59640 > 60471 [PSH, ACK] Seq=218095 Ack=1436 Win=406848 Len=21 TSval=1361432194 TSecr=1361432190","Content-Length: 392\\r\\n"
"7379","-60.669491","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=1436 Ack=218116 Win=451488 Len=0 TSval=1361432194 TSecr=1361432194",""
"7380","-60.631946","127.0.0.1","127.0.0.1","TCP","450","59640 > 60471 [PSH, ACK] Seq=218116 Ack=1436 Win=406848 Len=394 TSval=1361432231 TSecr=1361432194","\\r\\n{""seq"":14,""request_seq"":13,""type"":""response"",""command"":""evaluate"",""success"":true,""body"":{""handle"":1,""type"":""object"",""className"":""global"",""constructorFunction"":{""ref"":26,""type"":""function"",""name"":""Object"",""inferredName"":""""},""protoObject"":{""ref"":3,""type"""
"7381","-60.631916","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=1436 Ack=218510 Win=451072 Len=0 TSval=1361432231 TSecr=1361432231",""
"7382","-60.628020","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=1436 Ack=218510 Win=451072 Len=14 TSval=1361432235 TSecr=1361432231","Content-Length"
"7383","-60.627963","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=218510 Ack=1450 Win=406848 Len=0 TSval=1361432235 TSecr=1361432235",""
"7384","-60.627944","127.0.0.1","127.0.0.1","TCP","156","60471 > 59640 [PSH, ACK] Seq=1450 Ack=218510 Win=451072 Len=100 TSval=1361432235 TSecr=1361432235",":93\\r\\n\\r\\n{""seq"":14,""type"":""request"",""command"":""lookup"",""arguments"":{""handles"":[3],""inlineRefs"":false}}"
"7385","-60.627936","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=218510 Ack=1550 Win=406720 Len=0 TSval=1361432235 TSecr=1361432235",""
"7386","-60.622728","127.0.0.1","127.0.0.1","TCP","78","59640 > 60471 [PSH, ACK] Seq=218510 Ack=1550 Win=406720 Len=22 TSval=1361432240 TSecr=1361432235","Content-Length: 2804\\r\\n"
"7387","-60.622704","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=1550 Ack=218532 Win=451072 Len=0 TSval=1361432240 TSecr=1361432240",""
"7388","-60.580618","127.0.0.1","127.0.0.1","TCP","2862","59640 > 60471 [PSH, ACK] Seq=218532 Ack=1550 Win=406720 Len=2806 TSval=1361432280 TSecr=1361432240","\\r\\n{""seq"":15,""request_seq"":14,""type"":""response"",""command"":""lookup"",""success"":true,""body"":{""3"":{""handle"":3,""type"":""object"",""className"":""Object"",""constructorFunction"":{""ref"":26},""protoObject"":{""ref"":4},""prototypeObject"":{""ref"":2},""properties"":[{""name"":""con"
"7389","-60.580583","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=1550 Ack=221338 Win=448256 Len=0 TSval=1361432280 TSecr=1361432280",""
"12912","26.292057","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=1550 Ack=221338 Win=448256 Len=14 TSval=1361517468 TSecr=1361432280","Content-Length"
"12913","26.292089","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=221338 Ack=1564 Win=406720 Len=0 TSval=1361517468 TSecr=1361517468",""
"12914","26.292238","127.0.0.1","127.0.0.1","TCP","57","60471 > 59640 [PSH, ACK] Seq=1564 Ack=221338 Win=448256 Len=1 TSval=1361517468 TSecr=1361517468",":"
"12915","26.292259","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=221338 Ack=1565 Win=406720 Len=0 TSval=1361517468 TSecr=1361517468",""
"12916","26.292439","127.0.0.1","127.0.0.1","TCP","58","60471 > 59640 [PSH, ACK] Seq=1565 Ack=221338 Win=448256 Len=2 TSval=1361517468 TSecr=1361517468","94"
"12917","26.292464","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=221338 Ack=1567 Win=406720 Len=0 TSval=1361517468 TSecr=1361517468",""
"12918","26.292476","127.0.0.1","127.0.0.1","TCP","154","60471 > 59640 [PSH, ACK] Seq=1567 Ack=221338 Win=448256 Len=98 TSval=1361517468 TSecr=1361517468","\\r\\n\\r\\n{""seq"":15,""type"":""request"",""command"":""continue"",""arguments"":{""stepaction"":""in"",""stepcount"":1}}"
"12919","26.292488","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=221338 Ack=1665 Win=406624 Len=0 TSval=1361517468 TSecr=1361517468",""
"12920","26.300311","127.0.0.1","127.0.0.1","TCP","507","59640 > 60471 [PSH, ACK] Seq=221338 Ack=1665 Win=406624 Len=451 TSval=1361517475 TSecr=1361517468","Content-Length: 96\\r\\n\\r\\n{""seq"":16,""request_seq"":15,""type"":""response"",""command"":""continue"",""success"":true,""running"":true}Content-Length: 310\\r\\n\\r\\n{""seq"":17,""type"":""event"",""event"":""break"",""body"":{""invocationText"":""#<UI>.createWindow(aka invoker)(#<Objec"
"12921","26.300333","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=1665 Ack=221789 Win=447808 Len=0 TSval=1361517475 TSecr=1361517475",""
"12922","26.302492","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=1665 Ack=221789 Win=447808 Len=14 TSval=1361517477 TSecr=1361517475","Content-Length"
"12923","26.302533","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=221789 Ack=1679 Win=406592 Len=0 TSval=1361517477 TSecr=1361517477",""
"12924","26.302569","127.0.0.1","127.0.0.1","TCP","57","60471 > 59640 [PSH, ACK] Seq=1679 Ack=221789 Win=447808 Len=1 TSval=1361517477 TSecr=1361517477",":"
"12925","26.302595","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=221789 Ack=1680 Win=406592 Len=0 TSval=1361517477 TSecr=1361517477",""
"12926","26.302608","127.0.0.1","127.0.0.1","TCP","62","60471 > 59640 [PSH, ACK] Seq=1680 Ack=221789 Win=447808 Len=6 TSval=1361517477 TSecr=1361517477","81\\r\\n\\r\\n"
"12927","26.302618","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=221789 Ack=1686 Win=406592 Len=0 TSval=1361517477 TSecr=1361517477",""
"12928","26.302628","127.0.0.1","127.0.0.1","TCP","137","60471 > 59640 [PSH, ACK] Seq=1686 Ack=221789 Win=447808 Len=81 TSval=1361517477 TSecr=1361517477","{""seq"":16,""type"":""request"",""command"":""backtrace"",""arguments"":{""inlineRefs"":true}}"
"12929","26.302635","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=221789 Ack=1767 Win=406528 Len=0 TSval=1361517477 TSecr=1361517477",""
"12930","26.307544","127.0.0.1","127.0.0.1","TCP","78","59640 > 60471 [PSH, ACK] Seq=221789 Ack=1767 Win=406528 Len=22 TSval=1361517482 TSecr=1361517477","Content-Length: 6162\\r\\n"
"12931","26.307578","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=1767 Ack=221811 Win=447776 Len=0 TSval=1361517482 TSecr=1361517482",""
"12932","26.346915","127.0.0.1","127.0.0.1","TCP","6220","59640 > 60471 [PSH, ACK] Seq=221811 Ack=1767 Win=406528 Len=6164 TSval=1361517520 TSecr=1361517482","\\r\\n{""seq"":18,""request_seq"":16,""type"":""response"",""command"":""backtrace"",""success"":true,""body"":{""fromFrame"":0,""toFrame"":5,""totalFrames"":5,""frames"":[{""type"":""frame"",""index"":0,""receiver"":{""ref"":1,""type"":""object"",""className"":""Object""},""func"":{""ref"":0,""type"":""f"
"12933","26.346955","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=1767 Ack=227975 Win=441632 Len=0 TSval=1361517520 TSecr=1361517520",""
"12934","26.586456","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=1767 Ack=227975 Win=441632 Len=14 TSval=1361517758 TSecr=1361517520","Content-Length"
"12935","26.586491","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=227975 Ack=1781 Win=406496 Len=0 TSval=1361517758 TSecr=1361517758",""
"12936","26.586505","127.0.0.1","127.0.0.1","TCP","63","60471 > 59640 [PSH, ACK] Seq=1781 Ack=227975 Win=441632 Len=7 TSval=1361517758 TSecr=1361517758",":93\\r\\n\\r\\n"
"12937","26.586513","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=227975 Ack=1788 Win=406496 Len=0 TSval=1361517758 TSecr=1361517758",""
"12938","26.586522","127.0.0.1","127.0.0.1","TCP","149","60471 > 59640 [PSH, ACK] Seq=1788 Ack=227975 Win=441632 Len=93 TSval=1361517758 TSecr=1361517758","{""seq"":17,""type"":""request"",""command"":""lookup"",""arguments"":{""handles"":[1],""inlineRefs"":false}}"
"12939","26.586529","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=227975 Ack=1881 Win=406400 Len=0 TSval=1361517758 TSecr=1361517758",""
"12940","26.609055","127.0.0.1","127.0.0.1","TCP","79","59640 > 60471 [PSH, ACK] Seq=227975 Ack=1881 Win=406400 Len=23 TSval=1361517779 TSecr=1361517758","Content-Length: 45616\\r\\n"
"12941","26.609085","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=1881 Ack=227998 Win=441600 Len=0 TSval=1361517779 TSecr=1361517779",""
"12942","26.613470","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=227998 Ack=1881 Win=406400 Len=16332 TSval=1361517782 TSecr=1361517779","\\r\\n{""seq"":19,""request_seq"":17,""type"":""response"",""command"":""lookup"",""success"":true,""body"":{""1"":{""handle"":1,""type"":""object"",""className"":""Object"",""constructorFunction"":{""ref"":2},""protoObject"":{""ref"":4},""prototypeObject"":{""ref"":3},""properties"":[{""name"":""crea"
"12943","26.613476","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=244330 Ack=1881 Win=406400 Len=16332 TSval=1361517782 TSecr=1361517779","Type"":2,""ref"":114},{""name"":""createSearchView"",""propertyType"":2,""ref"":115},{""name"":""_events"",""attributes"":6,""propertyType"":3,""ref"":3}],""text"":""#<Android>""},{""handle"":45,""type"":""function"",""className"":""Function"",""constructorFunction"":{""ref"":70},""protoObject"""
"12944","26.613479","127.0.0.1","127.0.0.1","TCP","1246","59640 > 60471 [PSH, ACK] Seq=260662 Ack=1881 Win=406400 Len=1190 TSval=1361517782 TSecr=1361517779",",""propertyType"":3,""ref"":94},{""name"":""prototype"",""attributes"":6,""propertyType"":3,""ref"":140},{""name"":""__delegate__"",""propertyType"":1,""ref"":141},{""name"":""length"",""attributes"":7,""propertyType"":3,""ref"":74},{""name"":""__thisObj__"",""propertyType"":1,""ref"":4},{""name"
"12945","26.613502","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=1881 Ack=260662 Win=408928 Len=0 TSval=1361517782 TSecr=1361517782",""
"12946","26.613509","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=1881 Ack=261852 Win=407744 Len=0 TSval=1361517782 TSecr=1361517782",""
"12947","26.618517","127.0.0.1","127.0.0.1","TCP","11820","59640 > 60471 [PSH, ACK] Seq=261852 Ack=1881 Win=406400 Len=11764 TSval=1361517787 TSecr=1361517782","tyType"":3,""ref"":142},{""name"":""__delegate__"",""propertyType"":1,""ref"":143},{""name"":""length"",""attributes"":7,""propertyType"":3,""ref"":74},{""name"":""__thisObj__"",""propertyType"":1,""ref"":4},{""name"":""__scopeVars__"",""propertyType"":1,""ref"":96},{""name"":""arguments"",""attr"
"12948","26.618548","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=1881 Ack=273616 Win=395968 Len=0 TSval=1361517787 TSecr=1361517787",""
"12949","26.621813","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=1881 Ack=273616 Win=395968 Len=14 TSval=1361517790 TSecr=1361517787","Content-Length"
"12950","26.621840","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=273616 Ack=1895 Win=406400 Len=0 TSval=1361517790 TSecr=1361517790",""
"12951","26.621851","127.0.0.1","127.0.0.1","TCP","57","60471 > 59640 [PSH, ACK] Seq=1895 Ack=273616 Win=395968 Len=1 TSval=1361517790 TSecr=1361517790",":"
"12952","26.621859","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=273616 Ack=1896 Win=406400 Len=0 TSval=1361517790 TSecr=1361517790",""
"12953","26.621865","127.0.0.1","127.0.0.1","TCP","61","60471 > 59640 [PSH, ACK] Seq=1896 Ack=273616 Win=395968 Len=5 TSval=1361517790 TSecr=1361517790","104\\r\\n"
"12954","26.621871","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=273616 Ack=1901 Win=406400 Len=0 TSval=1361517790 TSecr=1361517790",""
"12955","26.621882","127.0.0.1","127.0.0.1","TCP","162","60471 > 59640 [PSH, ACK] Seq=1901 Ack=273616 Win=395968 Len=106 TSval=1361517790 TSecr=1361517790","\\r\\n{""seq"":18,""type"":""request"",""command"":""scope"",""arguments"":{""number"":0,""frameNumber"":0,""inlineRefs"":true}}"
"12956","26.621886","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=273616 Ack=2007 Win=406272 Len=0 TSval=1361517790 TSecr=1361517790",""
"12957","26.629203","127.0.0.1","127.0.0.1","TCP","78","59640 > 60471 [PSH, ACK] Seq=273616 Ack=2007 Win=406272 Len=22 TSval=1361517797 TSecr=1361517790","Content-Length: 1156\\r\\n"
"12958","26.629235","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2007 Ack=273638 Win=395968 Len=0 TSval=1361517797 TSecr=1361517797",""
"12959","26.666632","127.0.0.1","127.0.0.1","TCP","1214","59640 > 60471 [PSH, ACK] Seq=273638 Ack=2007 Win=406272 Len=1158 TSval=1361517833 TSecr=1361517797","\\r\\n{""seq"":20,""request_seq"":18,""type"":""response"",""command"":""scope"",""success"":true,""body"":{""type"":1,""index"":0,""frameIndex"":0,""object"":{""handle"":-1,""type"":""object"",""className"":""Object"",""constructorFunction"":{""ref"":164,""type"":""function"",""name"":""Object"",""infe"
"12960","26.666671","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2007 Ack=274796 Win=394816 Len=0 TSval=1361517833 TSecr=1361517833",""
"12961","26.669293","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=2007 Ack=274796 Win=394816 Len=14 TSval=1361517835 TSecr=1361517833","Content-Length"
"12962","26.669326","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=274796 Ack=2021 Win=406272 Len=0 TSval=1361517835 TSecr=1361517835",""
"12963","26.669340","127.0.0.1","127.0.0.1","TCP","57","60471 > 59640 [PSH, ACK] Seq=2021 Ack=274796 Win=394816 Len=1 TSval=1361517835 TSecr=1361517835",":"
"12964","26.669349","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=274796 Ack=2022 Win=406272 Len=0 TSval=1361517835 TSecr=1361517835",""
"12965","26.669357","127.0.0.1","127.0.0.1","TCP","63","60471 > 59640 [PSH, ACK] Seq=2022 Ack=274796 Win=394816 Len=7 TSval=1361517835 TSecr=1361517835","104\\r\\n\\r\\n"
"12966","26.669365","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=274796 Ack=2029 Win=406272 Len=0 TSval=1361517835 TSecr=1361517835",""
"12967","26.669374","127.0.0.1","127.0.0.1","TCP","160","60471 > 59640 [PSH, ACK] Seq=2029 Ack=274796 Win=394816 Len=104 TSval=1361517835 TSecr=1361517835","{""seq"":19,""type"":""request"",""command"":""scope"",""arguments"":{""number"":1,""frameNumber"":0,""inlineRefs"":true}}"
"12968","26.669381","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=274796 Ack=2133 Win=406144 Len=0 TSval=1361517835 TSecr=1361517835",""
"12969","26.673029","127.0.0.1","127.0.0.1","TCP","78","59640 > 60471 [PSH, ACK] Seq=274796 Ack=2133 Win=406144 Len=22 TSval=1361517838 TSecr=1361517835","Content-Length: 1828\\r\\n"
"12970","26.673054","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2133 Ack=274818 Win=394784 Len=0 TSval=1361517838 TSecr=1361517838",""
"12971","26.712966","127.0.0.1","127.0.0.1","TCP","1886","59640 > 60471 [PSH, ACK] Seq=274818 Ack=2133 Win=406144 Len=1830 TSval=1361517877 TSecr=1361517838","\\r\\n{""seq"":21,""request_seq"":19,""type"":""response"",""command"":""scope"",""success"":true,""body"":{""type"":3,""index"":1,""frameIndex"":0,""object"":{""handle"":-2,""type"":""object"",""className"":""Object"",""constructorFunction"":{""ref"":164,""type"":""function"",""name"":""Object"",""infe"
"12972","26.712995","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2133 Ack=276648 Win=392960 Len=0 TSval=1361517877 TSecr=1361517877",""
"12973","26.714516","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=2133 Ack=276648 Win=392960 Len=14 TSval=1361517878 TSecr=1361517877","Content-Length"
"12974","26.714567","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=276648 Ack=2147 Win=406144 Len=0 TSval=1361517878 TSecr=1361517878",""
"12975","26.714579","127.0.0.1","127.0.0.1","TCP","168","60471 > 59640 [PSH, ACK] Seq=2147 Ack=276648 Win=392960 Len=112 TSval=1361517878 TSecr=1361517878",":104\\r\\n\\r\\n{""seq"":20,""type"":""request"",""command"":""scope"",""arguments"":{""number"":2,""frameNumber"":0,""inlineRefs"":true}}"
"12976","26.714587","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=276648 Ack=2259 Win=406016 Len=0 TSval=1361517878 TSecr=1361517878",""
"12977","26.717296","127.0.0.1","127.0.0.1","TCP","78","59640 > 60471 [PSH, ACK] Seq=276648 Ack=2259 Win=406016 Len=22 TSval=1361517880 TSecr=1361517878","Content-Length: 2201\\r\\n"
"12978","26.717321","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2259 Ack=276670 Win=392928 Len=0 TSval=1361517880 TSecr=1361517880",""
"12981","26.754510","127.0.0.1","127.0.0.1","TCP","2259","59640 > 60471 [PSH, ACK] Seq=276670 Ack=2259 Win=406016 Len=2203 TSval=1361517917 TSecr=1361517880","\\r\\n{""seq"":22,""request_seq"":20,""type"":""response"",""command"":""scope"",""success"":true,""body"":{""type"":3,""index"":2,""frameIndex"":0,""object"":{""handle"":-3,""type"":""object"",""className"":""Object"",""constructorFunction"":{""ref"":164,""type"":""function"",""name"":""Object"",""infe"
"12982","26.754527","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2259 Ack=278873 Win=390720 Len=0 TSval=1361517917 TSecr=1361517917",""
"12983","26.755053","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=2259 Ack=278873 Win=390720 Len=14 TSval=1361517917 TSecr=1361517917","Content-Length"
"12984","26.755072","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=278873 Ack=2273 Win=406016 Len=0 TSval=1361517917 TSecr=1361517917",""
"12985","26.755081","127.0.0.1","127.0.0.1","TCP","168","60471 > 59640 [PSH, ACK] Seq=2273 Ack=278873 Win=390720 Len=112 TSval=1361517917 TSecr=1361517917",":104\\r\\n\\r\\n{""seq"":21,""type"":""request"",""command"":""scope"",""arguments"":{""number"":3,""frameNumber"":0,""inlineRefs"":true}}"
"12986","26.755087","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=278873 Ack=2385 Win=405888 Len=0 TSval=1361517917 TSecr=1361517917",""
"12987","26.813425","127.0.0.1","127.0.0.1","TCP","79","59640 > 60471 [PSH, ACK] Seq=278873 Ack=2385 Win=405888 Len=23 TSval=1361517972 TSecr=1361517917","Content-Length: 64779\\r\\n"
"12988","26.813462","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2385 Ack=278896 Win=390688 Len=0 TSval=1361517972 TSecr=1361517972",""
"12989","26.854088","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=278896 Ack=2385 Win=405888 Len=16332 TSval=1361518011 TSecr=1361517972","\\r\\n{""seq"":23,""request_seq"":21,""type"":""response"",""command"":""scope"",""success"":true,""body"":{""type"":0,""index"":3,""frameIndex"":0,""object"":{""handle"":178,""type"":""object"",""className"":""Object"",""constructorFunction"":{""ref"":6,""type"":""function"",""name"":""Object"",""infer"
"12990","26.854096","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=295228 Ack=2385 Win=405888 Len=16332 TSval=1361518011 TSecr=1361517972","value"":""TypeError""}},{""name"":""prototype"",""value"":{""ref"":257,""type"":""error"",""value"":""TypeError""}},{""name"":""length"",""value"":{""ref"":166,""type"":""number"",""value"":1}},{""name"":""arguments"",""value"":{""ref"":16,""type"":""null"",""value"":null}},{""name"":""caller"",""value"":{"""
"12991","26.854098","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=311560 Ack=2385 Win=405888 Len=16332 TSval=1361518011 TSecr=1361517972",",""className"":""Object""}},{""name"":""length"",""value"":{""ref"":74,""type"":""number"",""value"":0}},{""name"":""arguments"",""value"":{""ref"":16,""type"":""null"",""value"":null}},{""name"":""caller"",""value"":{""ref"":16,""type"":""null"",""value"":null}}],""text"":""function () {\\n\\t\\treturn Ti"
"12992","26.854101","127.0.0.1","127.0.0.1","TCP","15841","59640 > 60471 [PSH, ACK] Seq=327892 Ack=2385 Win=405888 Len=15785 TSval=1361518011 TSecr=1361517972","pertyDescriptor"",""inferredName"":"""",""scriptId"":4}},{""name"":""arguments"",""value"":{""ref"":16,""type"":""null"",""value"":null}},{""name"":""freeze"",""value"":{""ref"":376,""type"":""function"",""name"":""freeze"",""inferredName"":"""",""scriptId"":4}},{""name"":""caller"",""value"":{""ref"":16,"
"12993","26.854108","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2385 Ack=311560 Win=358048 Len=0 TSval=1361518011 TSecr=1361518011",""
"12994","26.854118","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2385 Ack=343677 Win=325920 Len=0 TSval=1361518011 TSecr=1361518011",""
"12995","26.859056","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=2385 Ack=343677 Win=325920 Len=14 TSval=1361518016 TSecr=1361518011","Content-Length"
"12996","26.859092","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=343677 Ack=2399 Win=405888 Len=0 TSval=1361518016 TSecr=1361518016",""
"12997","26.859107","127.0.0.1","127.0.0.1","TCP","200","60471 > 59640 [PSH, ACK] Seq=2399 Ack=343677 Win=325920 Len=144 TSval=1361518016 TSecr=1361518016",":136\\r\\n\\r\\n{""seq"":22,""type"":""request"",""command"":""evaluate"",""arguments"":{""disable_break"":true,""expression"":""this;"",""inlineRefs"":true,""global"":true}}"
